G,T,D,S
789,430.0,0,0
834,430.0,0,0
882,430.0,0,0
717,430.0,93,0
619,430.0,0,0
3631,430.0,0,0
4401,430.0,0,4401
1940,430.0,3782,0
853,430.0,0,0
815,430.0,0,0
1252,430.0,0,0
1282,430.0,0,0
1145,430.0,467,0
2105,430.0,0,0
3940,430.0,0,3940
2554,430.0,2795,0
1038,430.0,0,0
734,430.0,0,0
890,430.0,0,0
899,430.0,0,0
645,430.0,165,0
1142,430.0,0,0
5133,430.0,0,5133
3013,430.0,4488,0
1382,430.0,0,0
925,430.0,0,0
1390,430.0,0,0
1484,430.0,0,0
1154,430.0,559,0
2262,430.0,0,0
4078,430.0,0,4078
2546,430.0,2924,0
1135,430.0,0,0
739,430.0,0,0
945,430.0,0,0
1124,430.0,0,0
769,430.0,385,0
1581,430.0,0,0
4321,430.0,0,4321
2921,430.0,3552,0
1319,430.0,0,0
777,430.0,0,0
1410,430.0,0,0
1580,430.0,0,0
1315,430.0,803,0
2106,430.0,0,0
4350,430.0,0,4350
2709,430.0,3035,0
1247,430.0,0,0
559,430.0,0,0
804,430.0,0,0
1106,430.0,0,0
913,430.0,547,0
1042,430.0,0,0
4504,430.0,0,4504
3401,430.0,3591,0
1694,430.0,0,0
1023,430.0,0,0
1514,430.0,0,0
1481,430.0,491,0
1144,430.0,0,0
1985,430.0,0,0
3914,430.0,0,3914
2911,430.0,2770,0
1738,430.0,0,0
779,430.0,0,0
950,430.0,0,0
1591,430.0,0,0
1241,430.0,812,0
573,430.0,0,0
3999,430.0,0,0
4037,430.0,0,4037
1745,430.0,3464,0
962,430.0,0,0
1055,430.0,0,0
1435,430.0,0,0
1027,430.0,473,0
891,430.0,0,0
2128,430.0,0,0
4509,430.0,0,4509
2040,430.0,3618,0
612,430.0,0,0
673,430.0,0,0
1275,430.0,0,0
1370,430.0,0,0
704,430.0,758,0
3120,430.0,0,0
4193,430.0,0,4193
2288,430.0,3489,0
1105,430.0,0,0
1150,430.0,0,0
2197,430.0,0,0
1724,430.0,1092,0
1771,430.0,0,0
3454,430.0,0,3454
3318,430.0,1730,0
2019,430.0,0,0
590,430.0,0,0
899,430.0,0,0
1414,430.0,0,0
996,430.0,824,0
557,430.0,0,0
4613,430.0,0,4613
3877,330.0,4056,0
1926,330.0,0,0
1017,330.0,0,0
1145,330.0,0,0
1419,330.0,0,0
1121,330.0,402,0
1193,330.0,0,0
2952,330.0,0,0
4154,330.0,0,4154
2126,430.0,3033,0
618,430.0,0,0
639,430.0,0,0
907,430.0,0,0
1015,430.0,0,0
572,430.0,397,0
1616,430.0,0,0
4471,430.0,0,4471
2906,430.0,3899,0
1352,430.0,0,0
848,430.0,0,0
1311,430.0,0,0
1565,430.0,0,0
1342,430.0,717,0
1766,430.0,0,0
4111,430.0,0,4111
3264,430.0,2769,0
1558,430.0,0,0
650,430.0,0,0
998,430.0,0,0
1019,430.0,0,0
844,430.0,369,0
782,430.0,0,0
4525,430.0,0,4525
3913,430.0,3743,0
2290,430.0,0,0
1583,430.0,0,0
1640,430.0,0,0
1780,430.0,0,0
1363,430.0,197,0
1377,430.0,0,0
