G,T
1210,130.0
1772,130.0
1916,130.0
1604,130.0
1405,130.0
1392,130.0
1384,130.0
1372,130.0
1555,130.0
1669,130.0
1639,230.0
1617,230.0
1818,230.0
2260,230.0
1985,230.0
1801,230.0
1677,230.0
1476,230.0
1236,230.0
1085,230.0
998,230.0
849,230.0
927,230.0
982,230.0
1254,230.0
1580,230.0
1834,230.0
1989,230.0
2038,230.0
1862,130.0
1596,130.0
1703,130.0
1604,130.0
1548,130.0
1699,130.0
1692,130.0
2129,130.0
2024,230.0
1746,230.0
1649,230.0
1486,230.0
1191,230.0
1015,230.0
935,230.0
831,230.0
935,230.0
1083,230.0
1289,230.0
1647,230.0
1680,230.0
1689,230.0
1770,230.0
1787,230.0
1573,130.0
1479,130.0
1533,130.0
1460,130.0
1671,130.0
1569,130.0
1720,130.0
1944,130.0
1826,200.0
1600,200.0
1419,200.0
1286,200.0
1099,200.0
995,200.0
992,200.0
865,200.0
1068,200.0
972,130.0
1320,130.0
1632,130.0
1674,130.0
1693,130.0
1702,130.0
1570,130.0
1422,130.0
1414,130.0
1572,130.0
1442,130.0
1666,130.0
1481,130.0
1684,130.0
1900,130.0
1773,130.0
1626,130.0
1452,130.0
1272,130.0
1106,130.0
1132,130.0
1000,130.0
882,130.0
1038,130.0
944,130.0
1379,130.0
1585,130.0
1600,130.0
1689,130.0
1693,130.0
1628,130.0
1503,130.0
1489,130.0
1504,130.0
1456,130.0
1659,130.0
1515,130.0
1891,130.0
1933,130.0
1755,130.0
1589,130.0
1445,130.0
1235,130.0
1075,130.0
1053,130.0
932,130.0
1049,130.0
1103,130.0
1232,130.0
1503,130.0
1584,130.0
1645,130.0
1770,130.0
1746,130.0
1466,130.0
1345,130.0
1475,130.0
1434,130.0
1674,130.0
1502,130.0
1681,130.0
1904,130.0
1802,200.0
1606,200.0
1517,200.0
1284,200.0
1076,200.0
1004,200.0
1020,200.0
951,200.0
1136,200.0
1136,200.0
1524,200.0
1566,200.0
1537,130.0
1586,130.0
1611,130.0
1936,130.0
1449,130.0
1477,130.0
1579,130.0
1535,130.0
1649,130.0
1585,130.0
2002,130.0
1921,130.0
1699,130.0
1491,130.0
1373,130.0
1141,130.0
952,130.0
934,130.0
924,130.0
1230,130.0
1287,130.0
1590,130.0
1666,130.0
1666,130.0
1674,130.0
1721,130.0
1608,130.0
1333,130.0
1362,130.0
1520,130.0
1488,130.0
1672,130.0
1739,130.0
2081,130.0
2211,130.0
2024,200.0
1766,200.0
1512,200.0
1177,200.0
836,200.0
780,200.0
792,200.0
1327,200.0
1475,200.0
1771,200.0
1981,200.0
1628,200.0
1498,200.0
1538,200.0
